grupo_atividade_economica,id_parlamentar,nome_eleitoral,sg_partido,uf,cnpj,razao_social,data_entrada_sociedade
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,67138,IRACEMA PORTELLA,PP,PI,02297980001214,CIRO NOGUEIRA COMERCIO DE MOTOCICLETAS LTDA.,1997-12-26
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,739,Ciro Nogueira,PP,PI,02297980001214,CIRO NOGUEIRA COMERCIO DE MOTOCICLETAS LTDA.,1997-12-26
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,67138,IRACEMA PORTELLA,PP,PI,02297980001303,CIRO NOGUEIRA COMERCIO DE MOTOCICLETAS LTDA.,1997-12-26
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,739,Ciro Nogueira,PP,PI,02297980001303,CIRO NOGUEIRA COMERCIO DE MOTOCICLETAS LTDA.,1997-12-26
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,67138,IRACEMA PORTELLA,PP,PI,02297980001486,CIRO NOGUEIRA COMERCIO DE MOTOCICLETAS LTDA.,1997-12-26
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,739,Ciro Nogueira,PP,PI,02297980001486,CIRO NOGUEIRA COMERCIO DE MOTOCICLETAS LTDA.,1997-12-26
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",209189,JOSEILDO RAMOS,PT,BA,02308967000160,AGROSENSU SERVICOS ESPECIALIZADOS EM AGROPECUARIA LTDA,1998-01-06
OUTRAS ATIVIDADES DE SERVIÇOS,204406,PEDRO WESTPHALEN,PP,RS,02322538000148,CEDECA - CENTRO DE DESENVOLVIMENTO DE CRUZ ALTA,2005-09-12
AGÊNCIAS DE VIAGEM E TURISMO,166402,MAGDA MOFATTO,PL,GO,02333505000101,DI ROMA VIAGENS E TURISMO LTDA,1998-01-12
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",166402,MAGDA MOFATTO,PL,GO,02333505000284,DI ROMA VIAGENS E TURISMO LTDA,1998-01-12
AGÊNCIAS DE VIAGEM E TURISMO,166402,MAGDA MOFATTO,PL,GO,02333505000365,DI ROMA VIAGENS E TURISMO LTDA,1998-01-12
AGÊNCIAS DE VIAGEM E TURISMO,166402,MAGDA MOFATTO,PL,GO,02333505000446,DI ROMA VIAGENS E TURISMO LTDA,1998-01-12
INFORMAÇÃO E COMUNICAÇÃO,74419,GONZAGA PATRIOTA,PSB,PE,02383185000196,PETROLINA COMUNICACOES LTDA,1998-03-02
CONSTRUÇÃO,141531,RODRIGO DE CASTRO,PSDB,MG,02462420000115,"CASTRO, MENDONCA, URBANO E DE PAULA EMPREENDIMENTOS IMOBILIARIOS LTDA",1998-03-05
ATIVIDADES IMOBILIÁRIAS,178896,NEWTON CARDOSO JR,MDB,MG,02486254000197,GOODY INDUSTRIA DE ALIMENTOS S/A,2006-12-19
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,178896,NEWTON CARDOSO JR,MDB,MG,02486254000278,GOODY INDUSTRIA DE ALIMENTOS S/A,2006-12-19
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,178896,NEWTON CARDOSO JR,MDB,MG,02486254000359,GOODY INDUSTRIA DE ALIMENTOS S/A,2006-12-19
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,178896,NEWTON CARDOSO JR,MDB,MG,02486254000430,GOODY INDUSTRIA DE ALIMENTOS S/A,2006-12-19
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",178896,NEWTON CARDOSO JR,MDB,MG,02486254000510,GOODY INDUSTRIA DE ALIMENTOS S/A,2006-12-19
"TRANSPORTE, ARMAZENAGEM E CORREIO",178896,NEWTON CARDOSO JR,MDB,MG,02486254000600,GOODY INDUSTRIA DE ALIMENTOS S/A,2006-12-19
"TRANSPORTE, ARMAZENAGEM E CORREIO",204389,ELIAS VAZ,PSB,GO,02505695000199,COOPERATIVA MISTA DO TRANSPORTE ALTERNATIVO DE PASSAGEIROSDO ESTADO DE GOIAS - COOPERTRAL,2005-09-12
"TRANSPORTE, ARMAZENAGEM E CORREIO",204389,ELIAS VAZ,PSB,GO,02505695000270,COOPERATIVA MISTA DO TRANSPORTE ALTERNATIVO DE PASSAGEIROSDO ESTADO DE GOIAS - COOPERTRAL,2005-09-12
COMÉRCIO VAREJISTA,204389,ELIAS VAZ,PSB,GO,02505695000350,COOPERATIVA MISTA DO TRANSPORTE ALTERNATIVO DE PASSAGEIROSDO ESTADO DE GOIAS - COOPERTRAL,2005-09-12
"TRANSPORTE, ARMAZENAGEM E CORREIO",204389,ELIAS VAZ,PSB,GO,02505695000431,COOPERATIVA MISTA DO TRANSPORTE ALTERNATIVO DE PASSAGEIROSDO ESTADO DE GOIAS - COOPERTRAL,2005-09-12
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",74371,RUBENS OTONI,PT,GO,02522837000126,ASSOCIACAO ATLETICA ITAIQUARA,2005-09-12
COMÉRCIO VAREJISTA,160512,AUREO RIBEIRO,SOLIDARIEDADE,RJ,02524919000100,AEL RIBEIROS INFORMATICA LTDA,2001-08-14
INDÚSTRIA METALÚRGICA,160651,ROGÉRIO PENINHA MENDONÇA,MDB,SC,02529104000113,BRITALVALE IND. E COM. DE PEDRAS LTDA,1999-05-05
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204386,JOSE MARIO SCHREINER,DEM,GO,02544819000145,ARGEVALE ARMAZENS GERAIS VERDE VALE LTDA,1998-05-27
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204386,JOSE MARIO SCHREINER,DEM,GO,02544820000170,AGROPECUARIA BURITI TORTO LTDA,1998-05-27
INFORMAÇÃO E COMUNICAÇÃO,204514,CORONEL TADEU,PSL,SP,02599046000102,REAJA EDITORA E GRAFICA LTDA,1998-03-25
INFORMAÇÃO E COMUNICAÇÃO,5666,Major Olimpio,PSL,SP,02599046000102,REAJA EDITORA E GRAFICA LTDA,1998-03-25
OUTRAS ATIVIDADES DE SERVIÇOS,204373,HÉLIO COSTA,REPUBLICANOS,SC,02616717000198,ANGEL CENTRO DE ESTETICA E BRONZEAMENTO LTDA,2008-03-14
COMÉRCIO VAREJISTA,160512,AUREO RIBEIRO,SOLIDARIEDADE,RJ,02634075000150,TRIKILHA COMERCIO DE INFORMATICA LTDA,2000-10-26
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",141428,FÁBIO FARIA,PSD,RN,02688957000106,ACADEMIA A CLUB FITNESS LTDA,1998-08-11
COMÉRCIO VAREJISTA,141428,FÁBIO FARIA,PSD,RN,02688957000289,ACADEMIA A CLUB FITNESS LTDA,1998-08-11
SAÚDE HUMANA E SERVIÇOS SOCIAIS,160598,FLÁVIA MORAIS,PDT,GO,02731013000166,CLINICA MEDICA DR GEORGE MORAIS LTDA,1998-06-12
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,74383,GIACOBO,PL,PR,02733891000110,TARTARI E GIACOBO LTDA,1998-09-01
OUTRAS ATIVIDADES DE SERVIÇOS,73466,RUBENS BUENO,CIDADANIA,PR,02754681000109,PARTIDO POPULAR SOCIALISTA - PPS,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,73808,SÉRGIO BRITO,PSD,BA,02756700000136,PARTIDO SOCIAL DEMOCRATICO,2005-09-12
COMÉRCIO VAREJISTA,164360,CARMEN ZANOTTO,CIDADANIA,SC,02757315000103,MARCO ANTONIO MODAS LTDA,1998-09-17
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,74439,WOLNEY QUEIROZ,PDT,PE,02777459000121,SUPORTE REPRESENTACOES LTDA,2008-01-02
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,74439,WOLNEY QUEIROZ,PDT,PE,02777459000202,SUPORTE REPRESENTACOES LTDA,2008-01-02
OUTRAS ATIVIDADES PROFISSIONAIS,92699,FERNANDO MONTEIRO,PP,PE,02848291000106,ATITUDE PUBLICIDADE LTDA,1998-10-06
CONSTRUÇÃO,204456,GUTEMBERG REIS,MDB,RJ,02880684000199,GR CAXIAS CONSTRUCOES E EMPREENDIMENTOS IMOBILIARIOS LTDA,2008-12-10
COMÉRCIO VAREJISTA,204465,HAROLDO CATHEDRAL,PSD,RR,02883534000139,TWNET - COMERCIO E SERVICOS DE INFORMATICA LTDA,1998-12-03
COMÉRCIO VAREJISTA,204465,HAROLDO CATHEDRAL,PSD,RR,02883534000210,TWNET - COMERCIO E SERVICOS DE INFORMATICA LTDA,1998-12-03
COMÉRCIO VAREJISTA,204524,PINHEIRINHO,PP,MG,02885584000155,AUTO POSTO CHAVES LTDA,2019-06-27
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",74161,REGINALDO LOPES,PT,MG,02890753000145,DI MINAS MASSAS ALIMENTICIAS LTDA,1998-11-26
"TRANSPORTE, ARMAZENAGEM E CORREIO",178984,MIGUEL HADDAD,PSDB,SP,02898937000151,R. E. CONSTRUCOES E EMPREENDIMENTOS LTDA,2016-12-13
"TRANSPORTE, ARMAZENAGEM E CORREIO",178984,MIGUEL HADDAD,PSDB,SP,02898937000232,R. E. CONSTRUCOES E EMPREENDIMENTOS LTDA,2016-12-13
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",141459,JOÃO MAIA,PL,RN,02915954000150,MJM. ADMINISTRACAO E PARTICIPACOES LTDA,1998-07-31
COMÉRCIO VAREJISTA,160512,AUREO RIBEIRO,SOLIDARIEDADE,RJ,02935978000170,DILBERT INFORMATICA COMERCIO E SERVICOS LTDA,2000-05-08
OUTRAS ATIVIDADES DE SERVIÇOS,4770,Izalci Lucas,PSDB,DF,02952846000157,ASSOCIACAO BRASILEIRA PELA EDUCACAO DE QUALIDADE,2005-09-12
CONSTRUÇÃO,141459,JOÃO MAIA,PL,RN,02974303000130,PONTA D AGUA S/S LTDA,1998-10-13
OUTRAS ATIVIDADES DE SERVIÇOS,160598,FLÁVIA MORAIS,PDT,GO,02986680000190,ASSOCIACAO COMUNITARIA DOS MENSAGEIROS DA SAUDE DE SANTA BARBARA DE GOIAS,2005-09-12
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,178895,MISAEL VARELLA,PSD,MG,02994215000109,VARELLA VEICULOS PESADOS LTDA,1999-02-25
CONSTRUÇÃO,74299,LEÔNIDAS CRISTINO,PDT,CE,03000349000111,EJOS CONSTRUCOES E CONSULTORIA LTDA,1999-02-10
OUTRAS ATIVIDADES DE SERVIÇOS,204557,SIDNEY LEITE,PSD,AM,03018688000125,ASSOCIACAO COMUNITARIA NOVO HORIZONTE MAUES,2005-09-12
EDUCAÇÃO,4770,Izalci Lucas,PSDB,DF,03020159000166,INSTITUTO GUARAENSE DE EDUCACAO E CULTURA S/C LTDA,1999-03-09
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",74158,MÁRIO HERINGER,PDT,MG,03022239000150,KINZE MODELS PROMOCOES E EVENTOS LTDA.,1999-03-03
OUTRAS ATIVIDADES DE SERVIÇOS,204441,OTONI DE PAULA,PSC,RJ,03047668000182,IGREJA EVANGELICA CENTRO EVANGELISTICO MISSAO VIDA,2005-09-12
OUTRAS ATIVIDADES PROFISSIONAIS,160552,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,03065149000147,DO IT COMUNICACAO E MARKETING LTDA,1999-03-30
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",74299,LEÔNIDAS CRISTINO,PDT,CE,03074316000116,IMAGEM REPRESENTACAES COMERCIAIS LTDA,1999-03-15
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,178896,NEWTON CARDOSO JR,MDB,MG,03083176000142,AGUARDENTE RIO RANCHO LTDA,1999-03-26
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",178896,NEWTON CARDOSO JR,MDB,MG,03083176000223,AGUARDENTE RIO RANCHO LTDA,1999-03-26
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",160655,RICARDO IZAR,PP,SP,03095350000177,TRIPLICAR ADMINISTRADORA E CORRETORA DE SEGUROS LTDA,1999-04-15
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",141421,EDUARDO DA FONTE,PP,PE,03123082000150,NACIONAL COMBUSTIVEIS LTDA,1999-11-11
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",141421,EDUARDO DA FONTE,PP,PE,03123082000230,NACIONAL COMBUSTIVEIS LTDA,1999-11-11
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",141421,EDUARDO DA FONTE,PP,PE,03123082000311,NACIONAL COMBUSTIVEIS LTDA,1999-11-11
OUTRAS ATIVIDADES ADMINISTRATIVAS,73801,RENILDO CALHEIROS,PCdoB,PE,03153143000121,PEGASO LOCACAO E ARRENDAMENTO DE VEICULOS LTDA,1999-05-13
"TRANSPORTE, ARMAZENAGEM E CORREIO",204423,ANDRÉ FERREIRA,PSC,PE,03165946000104,TRANSFERREIRA LTDA,1999-05-17
COMÉRCIO VAREJISTA,160512,AUREO RIBEIRO,SOLIDARIEDADE,RJ,03188076000180,AULIMAR INFORMATICA LTDA,2001-01-23
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,90842,SANTINI,PTB,RS,03195048000190,RS ASSESSORIA E CONSULTORIA LTDA,1999-06-04
INFORMAÇÃO E COMUNICAÇÃO,751,Arolde de Oliveira,PSD,RJ,03199269000137,MK EDICOES MUSICAIS LTDA.,1999-04-15
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74554,JOSÉ ROCHA,PL,BA,03220504000105,RIO DAS FRUTAS LTDA,1999-06-08
OUTRAS ATIVIDADES PROFISSIONAIS,73466,RUBENS BUENO,CIDADANIA,PR,03231018000192,DANPA ASSESSORIA E CONSULTORIA DE COMUNICACAO E MARKETING LTDA,2005-08-25
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204419,GLAUSTIN FOKUS,PSC,GO,03275216000158,TORRE FORTE - PRODUTOS ALIMENTICIOS LTDA,2001-03-15
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204419,GLAUSTIN FOKUS,PSC,GO,03275216000239,TORRE FORTE - PRODUTOS ALIMENTICIOS LTDA,2001-03-15
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204419,GLAUSTIN FOKUS,PSC,GO,03275216000310,TORRE FORTE - PRODUTOS ALIMENTICIOS LTDA,2001-03-15
OUTRAS ATIVIDADES DE SERVIÇOS,204497,JÚNIOR FERRARI,PSD,PA,03287602000160,JF COMERCIO E EMPREENDIMENTOS LTDA,2012-05-21
ÁGUA E ESGOTO,166402,MAGDA MOFATTO,PL,GO,03299740000169,SOMA EMPRESA DE MINERACAO LTDA,1987-02-26
SAÚDE HUMANA E SERVIÇOS SOCIAIS,204430,MARGARETE COELHO,PP,PI,03301505000184,CLINFE-CLNICA DE FISIOTERAPIA ESPECIALIZADA S/C,1999-07-27
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",161550,EMIDINHO MADEIRA,PSB,MG,03305987000140,ASSOCIACAO COMUNITARIA DOS CAVALEIROS DE NOVA RESENDE,2005-09-12
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74537,CLAUDIO CAJADO,PP,BA,03323188000105,MULTIPLIC EMPREENDIMENTOS AGROPECUARIOS LTDA,2013-12-12
COMÉRCIO VAREJISTA,92102,LEUR LOMANTO JÚNIOR,DEM,BA,03358547000151,CODEPEL COMERCIO DE DEVIRADOS DE PETROLEO LTDA,1999-08-20
ALOJAMENTO E ALIMENTAÇÃO,160591,VINICIUS GURGEL,PL,AP,03359641000125,CENTRO EQUATORIAL DE TURISMO AMBIENTAL AMAZONICO LTDA,2017-06-01
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204419,GLAUSTIN FOKUS,PSC,GO,03429606000135,BATISTA RABELO - REPRESENTACOES LTDA,2003-11-12
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204419,GLAUSTIN FOKUS,PSC,GO,03429606000216,BATISTA RABELO - REPRESENTACOES LTDA,2003-11-12
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204419,GLAUSTIN FOKUS,PSC,GO,03429606000305,BATISTA RABELO - REPRESENTACOES LTDA,2003-11-12
OUTRAS ATIVIDADES DE SERVIÇOS,151208,LAERCIO OLIVEIRA,PP,SE,03449628000167,INSTITUTO FECOMERCIO DE PESQUISA E DESENVOLVIMENTO DE SERGIPE,2015-10-26
OUTRAS ATIVIDADES DE SERVIÇOS,160510,LUIS TIBÉ,AVANTE,MG,03460745000121,PARTIDO GERAL DOS TRABALHADORES,2005-09-12
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,03465317000191,ROMA EMPREENDIMENTOS E TURISMO LTDA,1987-04-13
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",166402,MAGDA MOFATTO,PL,GO,03465317000272,ROMA EMPREENDIMENTOS E TURISMO LTDA,1987-04-13
ALOJAMENTO E ALIMENTAÇÃO,166402,MAGDA MOFATTO,PL,GO,03465317000353,ROMA EMPREENDIMENTOS E TURISMO LTDA,1987-04-13
EDUCAÇÃO,178895,MISAEL VARELLA,PSD,MG,03466623000142,LAEL VARELLA EDUCACAO E CULTURA LTDA,1999-10-26
EDUCAÇÃO,178895,MISAEL VARELLA,PSD,MG,03466623000223,LAEL VARELLA EDUCACAO E CULTURA LTDA,1999-10-26
OUTRAS ATIVIDADES DE SERVIÇOS,204403,MARLON SANTOS,PDT,RS,03479039000121,MARLON ARATOR SANTOS DA ROSA & CIA LTDA,1999-10-15
EDUCAÇÃO,204390,PROFESSOR ALCIDES,PP,GO,03485228000107,FACULDADE ALFREDO NASSER LTDA,2002-12-30
EDUCAÇÃO,204390,PROFESSOR ALCIDES,PP,GO,03485228000298,FACULDADE ALFREDO NASSER LTDA,2002-12-30
EDUCAÇÃO,204390,PROFESSOR ALCIDES,PP,GO,03485228000379,FACULDADE ALFREDO NASSER LTDA,2002-12-30
EDUCAÇÃO,204465,HAROLDO CATHEDRAL,PSD,RR,03485283000105,FACULDADES CATHEDRAL DE ENSINO SUPERIOR,1999-11-05
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",72442,FELIPE CARRERAS,PSB,PE,03496110000184,AMF PRODUCOES LTDA,1999-11-09
CONSTRUÇÃO,178972,ALEX MANENTE,CIDADANIA,SP,03503793000150,CONSTRUTORA ANEX LTDA,2001-12-12
COMÉRCIO VAREJISTA,146307,NERI GELLER,PP,MT,03525153000140,GELLER AUTO POSTO LTDA,2000-08-10
COMÉRCIO VAREJISTA,146307,NERI GELLER,PP,MT,03525153000221,GELLER AUTO POSTO LTDA,2000-08-10
CONSTRUÇÃO,160619,JOSÉ NUNES,PSD,BA,03555476000187,NUNES PATRIMONIAL LTDA,1999-12-01
SAÚDE HUMANA E SERVIÇOS SOCIAIS,178972,ALEX MANENTE,CIDADANIA,SP,03564722000167,ANIMA CENTRO DE PSICOLOGIA E FONOAUDIOLOGIA SPINELLI LTDA,2012-12-03
SAÚDE HUMANA E SERVIÇOS SOCIAIS,204403,MARLON SANTOS,PDT,RS,03597857000129,ISA MARA BREDOW & CIA LTDA,1999-12-28
SAÚDE HUMANA E SERVIÇOS SOCIAIS,73433,ARLINDO CHINAGLIA,PT,SP,03623750000108,C D I - CENTRO DE DIAGNOSTICOS POR IMAGEM S/C LTDA.,2000-01-18
OUTRAS ATIVIDADES DE SERVIÇOS,4770,Izalci Lucas,PSDB,DF,03637204000126,INSTITUTO BRASILEIRO DE EDUCACAO E TECNOLOGIA,2005-09-12
OUTRAS ATIVIDADES DE SERVIÇOS,4770,Izalci Lucas,PSDB,DF,03637204000207,INSTITUTO BRASILEIRO DE EDUCACAO E TECNOLOGIA,2005-09-12
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,74383,GIACOBO,PL,PR,03652904000190,EMPREENDIMENTOS AUTOMOTIVOS GIACOBO LTDA,2000-02-21
EDUCAÇÃO,204403,MARLON SANTOS,PDT,RS,03664319000100,LEANDRO ROSA FORTES & CIA LTDA,2000-02-23
INFORMAÇÃO E COMUNICAÇÃO,204506,MARCOS PEREIRA,REPUBLICANOS,SP,03665173000117,O NOVO TECNOLOGIA E SISTEMAS LTDA,2000-02-14
ALOJAMENTO E ALIMENTAÇÃO,204506,MARCOS PEREIRA,REPUBLICANOS,SP,03674282000109,K-T-DRAL LANCHES LTDA,2002-01-22
ALOJAMENTO E ALIMENTAÇÃO,204506,MARCOS PEREIRA,REPUBLICANOS,SP,03674282000281,K-T-DRAL LANCHES LTDA,2002-01-22
OUTRAS ATIVIDADES PROFISSIONAIS,160552,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,03700174000155,M & D ESPORTES E MARKETING LTDA,2000-03-17
COMÉRCIO VAREJISTA,204554,ABÍLIO SANTANA,PL,BA,03709032000159,OTICA ADONAY LTDA,2000-03-21
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,204489,ROBÉRIO MONTEIRO,PDT,CE,03719327000106,PORTO PESCA LTDA,2003-03-24
OUTRAS ATIVIDADES DE SERVIÇOS,178945,ROSANGELA GOMES,REPUBLICANOS,RJ,03738074000118,PARTIDO LIBERAL (PL),2005-09-12
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,204403,MARLON SANTOS,PDT,RS,03753375000110,MEP - ASSISTENCIA,2000-04-06
MINERAÇÃO,166402,MAGDA MOFATTO,PL,GO,03767704000182,GIRASSOL EMPRESA DE MINERACAO LTDA,2011-10-04
MINERAÇÃO,204421,EDNA HENRIQUE,PSDB,PB,03769695000169,PARAIBA TOURMALINE MINERACAO LTDA,2000-04-14
OUTRAS ATIVIDADES DE SERVIÇOS,178983,MARCIO ALVINO,PL,SP,03798215000198,DIRETOTIO MUNICIPAL DO PARTIDO LIBERAL,2005-09-12
INFORMAÇÃO E COMUNICAÇÃO,751,Arolde de Oliveira,PSD,RJ,03798424000131,ELNET HIGHTECH LTDA,2000-03-30
INFORMAÇÃO E COMUNICAÇÃO,141531,RODRIGO DE CASTRO,PSDB,MG,03834115000170,MEDINA FM LTDA,2000-05-15
EDUCAÇÃO,141531,RODRIGO DE CASTRO,PSDB,MG,03862334000162,ASPEMA-S/C LTDA,2000-06-06
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",74478,LUCIANO BIVAR,PSL,PE,03936202000138,BRASIPAR PARTICIPACOES S/A,2000-06-22
SAÚDE HUMANA E SERVIÇOS SOCIAIS,178833,ALEXANDRE SERFIOTIS,PSD,RJ,03951749000102,CENTRO MEDICO POLICLINICA RESENDE S/C LTDA,2005-02-01
SAÚDE HUMANA E SERVIÇOS SOCIAIS,74158,MÁRIO HERINGER,PDT,MG,03957101000143,LASER RIO LTDA,2000-06-29
COMÉRCIO VAREJISTA,141421,EDUARDO DA FONTE,PP,PE,03985799000100,SDA EQUIPAMENTOS ELETRONICOS LTDA,2000-08-11
CONSTRUÇÃO,141458,JOÃO CARLOS BACELAR,PL,BA,04001630000131,EMPREENDIMENTOS TURISTICOS COSTA DOS COQUEIROS S/A,2000-08-11
OUTRAS ATIVIDADES DE SERVIÇOS,204478,VINICIUS FARAH,MDB,RJ,04026653000109,PARTIDO TRABALHISTA DO BRASIL,2005-09-12
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,178986,NILTO TATTO,PT,SP,04037609000196,N & M SERVICOS E ORGANIZACAO DE DOCUMENTOS LTDA,2000-08-30
OUTRAS ATIVIDADES DE SERVIÇOS,196358,LOURIVAL GOMES,PSL,RJ,04047096000102,PARTIDO SOCIAL CRISTAO,2005-09-12
COMÉRCIO VAREJISTA,160653,ROBERTO DE LUCENA,PODEMOS,SP,04121411000196,BPC LIVROS LTDA,2000-10-23
EDUCAÇÃO,98057,LAFAYETTE DE ANDRADA,REPUBLICANOS,MG,04144526000104,EDUCARE LTDA,2003-02-18
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,204485,LUIZ CARLOS MOTTA,PL,SP,04148527000119,UNBRAS - SP UNIAO BRASILEIRA DE ASSESSORIA E SERVICOS SAO PAULO S/A.,2006-11-16
OUTRAS ATIVIDADES ADMINISTRATIVAS,74383,GIACOBO,PL,PR,04163086000124,GII LOCADORA DE VEICULOS LTDA,2000-11-23
OUTRAS ATIVIDADES DE SERVIÇOS,204367,DANIEL FREITAS,PSL,SC,04163260000139,AGENCIA DE NAMORO PROGRAMADO LTDA,2000-11-22
ALOJAMENTO E ALIMENTAÇÃO,160591,VINICIUS GURGEL,PL,AP,04171961000110,GURGEL & MAIA LTDA,2000-08-16
COMÉRCIO VAREJISTA,204456,GUTEMBERG REIS,MDB,RJ,04202857000145,AUTO SERVICOS BR JERUSALEM LTDA,2000-12-18
INFORMAÇÃO E COMUNICAÇÃO,74075,ELCIONE BARBALHO,MDB,PA,04218335000131,DIARIOS DO PARA LTDA,1982-03-31
INFORMAÇÃO E COMUNICAÇÃO,35,Jader Barbalho,MDB,PA,04218335000131,DIARIOS DO PARA LTDA,1999-12-10
ALOJAMENTO E ALIMENTAÇÃO,198197,GREYCE ELIAS,AVANTE,MG,04218812000169,HOTEL FAZENDA RECANTO DA SERRA PATROCINIO LTDA,2000-12-15
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",141459,JOÃO MAIA,PL,RN,04230030000145,MAXTRAN EMPREENDIMENTOS E PARTICIPACOES LTDA,2000-12-27
OUTRAS ATIVIDADES DE SERVIÇOS,74158,MÁRIO HERINGER,PDT,MG,04230532000176,HOSPITAL STORE LTDA,2001-01-10
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",204569,DELEGADO PABLO,PSL,AM,04241806000122,FALABELLA & OLIVA ADVOGADOS ASSOCIADOS,2000-07-19
OUTRAS ATIVIDADES PROFISSIONAIS,179001,MÁRCIO BIOLCHI,MDB,RS,04245006000180,JMB CONSULTORIA EMPRESARIAL LTDA,2001-01-17
SAÚDE HUMANA E SERVIÇOS SOCIAIS,67138,IRACEMA PORTELLA,PP,PI,04272315000149,CRIAR-CLINICA DE REPRODUCAO HUMANA LTDA,2008-09-03
SAÚDE HUMANA E SERVIÇOS SOCIAIS,67138,IRACEMA PORTELLA,PP,PI,04272315000220,CRIAR-CLINICA DE REPRODUCAO HUMANA LTDA,2008-09-03
COMÉRCIO VAREJISTA,160588,DIEGO ANDRADE,PSD,MG,04292531000156,MERCOGAS DO BRASIL LTDA,2006-01-16
