cnpj,razao_social
26476768000120,IRMAOS FAGUNDES ADMINISTRADORA PATRIMONIAL LTDA
26809913000147,FRIGORIFICO TANGARA LTDA
26809913000228,FRIGORIFICO TANGARA LTDA
26845799000100,MOVIDA-MOVIMENTO EM FAVOR DA VIDA E NAO VIOLENCIA
27004043000100,MOZART PRODUCOES ARTISTICAS E CULTURAIS LIMITADA
28407476000160,ALQUIMA INDUSTRIA QUIMICA LTDA
28922670000184,INSTITUTO DE ESTUDOS E PESQUISAS FRENTE AMPLA PELO BRASIL
29522452000115,AGROPECUARIA FAZENDA SANTA INES LTDA
29522548000183,AGROPECUARIA FAZENDA SANTA CLARA LTDA
29531283000180,AGROPECUARIA FAZENDA BONANZA LTDA
29898028000170,AGROPECUARIA FAZENDA SANTA AMALIA LTDA
29913227000100,AGROPECUARIA FAZENDA NOVA ESPERANCA LTDA
30402305000190,COMERCIAL DE ALIMENTOS ACTIVE LTDA
31317124000129,OS CORRETORA DE SEGUROS E INTERMEDIACAO DE SERVICOS FINANCEIROS LTDA
31776382000173,HEXXATA PARTICIPACOES EIRELI
31944645000106,T&B HOLDING LTDA
32846032000107,FUNDACAO CONSTRUTOR JOAO ALVES
33236807000187,ULTRALIMPO PARTICIPACOES LTDA
33363351000116,TRJ PARTICIPACOES LTDA
33363351000205,TRJ PARTICIPACOES LTDA
34052754000107,"KRYAFS PARTICIPACOES, EMPREENDIMENTOS E INVESTIMENTOS LTDA"
34769737000195,COEXP COMERCIO E CONSTRUCAO LTDA
34769737000357,COEXP COMERCIO E CONSTRUCAO LTDA
34776591000105,RONDOPOCOS POCOS ARTESIANOS LTDA
35590736000141,ASSA ASSESSORIA EMPRESARIAL E AGROPECUARIA LTDA
36763894000119,MICOS INDUSTRIA COMERCIO PRODUTOS ALIMENTICIOS LTDA
37186145000139,UNIDADE DE LITOTRIPSIA CAMPOGRANDENSE S C LTDA
37241270000102,CONSTRUTORA TRES PONTOS LTDA
37365350000161,LCC TRANSPORTADORA E CONSTRUTORA EIRELI
37365350000242,LCC TRANSPORTADORA E CONSTRUTORA EIRELI
38051660000174,PARTIDO PROGRESSISTA
38051660000255,PARTIDO PROGRESSISTA
38051660000336,PARTIDO PROGRESSISTA
41566233000133,CAST CANOA ADMINISTRACAO SERVICOS E TURISMO LTDA
60846599000100,IBRAME INDUSTRIA BRASILEIRA DE METAIS S/A
60846599000291,IBRAME INDUSTRIA BRASILEIRA DE METAIS S/A
60846599000372,IBRAME INDUSTRIA BRASILEIRA DE METAIS S/A
60846599000453,IBRAME INDUSTRIA BRASILEIRA DE METAIS S/A
60846599000534,IBRAME INDUSTRIA BRASILEIRA DE METAIS S/A
60846599000615,IBRAME INDUSTRIA BRASILEIRA DE METAIS S/A
60846599000704,IBRAME INDUSTRIA BRASILEIRA DE METAIS S/A
63747406000152,MAQTRON MAQUINAS E EQUIPAMENTOS ELETRO ELETRONICOS LTDA
69598324000170,CN COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA
73818023000181,ACP ANALISE DA CONJUNTURA ECONOMICA E PERSPECTIVAS LTDA
75112086000143,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086000224,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086000305,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086000496,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086000658,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086000739,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086000810,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086000909,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086001034,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086001115,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086001204,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086001387,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
75112086001468,POSITIVO ADMINISTRACAO E PARTICIPACOES S A
76001205000153,CENTRO DE ESTUDOS DE COMERCIO EXTERIOR DO PARANA
76001205000234,CENTRO DE ESTUDOS DE COMERCIO EXTERIOR DO PARANA
81381527000105,"BRK & P CONSTRUCOES, CONSULTORIA E SERVICOS LTDA"
81665366000181,POSITIVO SISTEMAS DE INFORMATICA LTDA
81665366000262,POSITIVO SISTEMAS DE INFORMATICA LTDA
81665366000343,POSITIVO SISTEMAS DE INFORMATICA LTDA
83369082000173,MOVIMENTO DEMOCRATICO BRASILEIRO - PARA - PA - ESTADUAL
84022615000109,FUNDACAO ASSISTENCIAL EDUCACIONAL E CULTURAL DE RORAIMA
84318096000120,OLIVEIRA E CUNHA LTDA
84626571000126,AMAZONIA PUBLICIDADE LTDA
84626571000207,AMAZONIA PUBLICIDADE LTDA
84626571000398,AMAZONIA PUBLICIDADE LTDA
94508876000197,ASSESSORIA DE COMUNICACAO E PUBLICIDADE LCM LTDA
97354880000136,REAL FACTORING CONSULTORIA DESENVOLVIMENTO LTDA
